Hubspot Domain,Umbrella Domain,Rank 06/09/2019,Rank 06/09/2018,Rank 06/08/2017,Match Type
harmony.co.il,harmony.epsilon.com,10518,9897,11413,Approximate
harney.com,harney.com,625548,552076,956013,Exact
harney.no,harney.com,625548,552076,956013,Approximate
harp.com.hk,harp.dox.pub,910278,527307,,Approximate
harper.fr,harper.com,,,791628,Approximate
harper.pt,harper.com,,,791628,Approximate
harpercollins.de,harpercollins.com,96054,73425,14847,Approximate
harpercollins.dk,harpercollins.com,96054,73425,14847,Approximate
harpercollins.fi,harpercollins.com,96054,73425,14847,Approximate
harpercollins.nl,harpercollins.com,96054,73425,14847,Approximate
harpercollins.no,harpercollins.com,96054,73425,14847,Approximate
harpercollins.se,harpercollins.com,96054,73425,14847,Approximate
harpers.org,harpers.org,446368,448168,190327,Exact
harrietcarter.com,harrietcarter.com,,603069,575423,Exact
harrisburgstore.com,harrisburgstore.com,,693962,,Exact
harriscomm.com,harriscomm.com,,784454,,Exact
harrisseeds.com,harrisseeds.com,841657,790187,,Exact
harryanddavid.com,harryanddavid.com,130232,197035,165127,Exact
harrybarker.com,harrybarker.com,,921797,,Exact
harrypottershop.hu,harrypottershop.com,636819,802260,570211,Approximate
harrypottershop.nl,harrypottershop.com,636819,802260,570211,Approximate
hartford.fr,hartford.craigslist.org,167051,257852,148181,Approximate
haru.fm,haru.gs,,802262,213337,Approximate
harvest.org,harvest.org,166661,241920,291583,Exact
harveynichols.com,harveynichols.com,268111,327992,113794,Exact
harveynorman.com.au,harveynorman.com.au,461843,689780,667462,Exact
hasaki.vn,hasaki.vn,573810,464419,856286,Exact
hashicorp.com,hashicorp.com,65339,77231,98478,Exact
haskells.com,haskells.com,,938567,,Exact
hatchbaby.com,hatchbaby.com,759975,,,Exact
hatchcollection.com,hatchcollection.com,326681,840256,,Exact
hatchearlychildhood.com,hatchearlychildhood.com,604706,367542,894266,Exact
hatchearlylearning.com,hatchearlylearning.com,873884,621131,,Exact
hatley.com,hatley.com,696420,,,Exact
hats.com,hats.com,818927,761904,540944,Exact
hatsandcaps.ca,hatsandcaps.co.uk,608035,,,Approximate
hatshark.com,hatshark.com,778306,,,Exact
hatsinthebelfry.com,hatsinthebelfry.com,,984641,,Exact
haus.com.ua,agile.haus,972766,699165,409356,Approximate
hautehijab.com,hautehijab.com,,735643,,Exact
havahart.com,havahart.com,488999,535743,718145,Exact
havaianas.com,havaianas.com,691606,725791,552623,Exact
haval.nl,haval.com.cn,891494,,,Approximate
have,have.popefrancis.top,,627512,667463,Approximate
havells.com,havells.com,,689782,695672,Exact
havenly.com,havenly.com,352958,325517,589214,Exact
havenshop.ca,havenshop.ca,826263,379041,536362,Exact
hawaiian.cz,hawaiian.poweredbygps.com,,,965390,Approximate
hawk.ch,hawk.web.future.net.uk,62486,84808,80714,Approximate
hawkersco.co.uk,hawkersco.com,826264,702541,446179,Approximate
hawkersco.com,hawkersco.com,826264,702541,446179,Exact
hawkersmexico.com,hawkersmexico.com,804982,640761,656143,Exact
hawkin.com,hawkin.com,,716171,,Exact
hawkshead.com,hawkshead.com,742697,,,Exact
haya.com.au,haya.es,737243,,586411,Approximate
hayabusa.com.au,hayabusa.io,798258,488361,560000,Approximate
haydencudworth.com,haydencudworth.com,,751072,,Exact
haydenshapes.com,haydenshapes.com,765939,,,Exact
hayhouse.co.uk,hayhouse.libsynpro.com,182542,271807,201811,Approximate
hayhouse.com,hayhouse.com,678101,512110,394603,Exact
hayhouse.com.au,hayhouse.libsynpro.com,182542,271807,201811,Approximate
hayhouseu.com,hayhouseu.com,841662,994833,609969,Exact
haz.de,haz.de,360973,405182,411808,Exact
hazelandolive.com,hazelandolive.com,891497,,,Exact
hazelharper.com,hazelharper.com,,,458398,Exact
hbb24.be,hbb24.nl,,,496026,Approximate
hbb24.nl,hbb24.nl,,,496026,Exact
hbrp.pl,hbrp.pl,,,649161,Exact
hcmarketplace.com,hcmarketplace.com,307739,353624,379075,Exact
hdaccessory.com,hdaccessory.com,,808378,,Exact
hdbuttercup.com,hdbuttercup.com,,,842347,Exact
hdis.com,hdis.com,,735651,,Exact
hdme.co,hdme.eu,,890154,,Approximate
hdosport.com,hdosport.com,754172,544960,,Exact
hdtracks.co.uk,hdtracks.com,742705,897752,803627,Approximate
hdtracks.com,hdtracks.com,742705,897752,803627,Exact
hdtracks.de,hdtracks.com,742705,897752,803627,Approximate
head.com,head.com,492456,498051,314263,Exact
headcovers.com,headcovers.com,457451,510297,886195,Exact
headlinegraphics.com,headlinegraphics.com,,,785724,Exact
headphones.sg,headphones.reviewed.com,,258762,471556,Approximate
headphonezone.in,headphonezone.in,,846958,,Exact
headsetsdirect.com,headsetsdirect.com,857285,947480,,Exact
headsntails.ca,headsntails.com,,913824,,Approximate
headsup.co.za,headsup.ellentv.com,419409,465825,468183,Approximate
headsup.com,headsup.ellentv.com,419409,465825,468183,Approximate
headsup.se,headsup.ellentv.com,419409,465825,468183,Approximate
headsweats.com,headsweats.com,989249,,,Exact
healingcrystals.net,healingcrystals.com,882548,833793,,Approximate
heals.co.uk,heals.com,798274,947482,737588,Approximate
heals.com,heals.com,798274,947482,737588,Exact
health.flights,health.appex.bing.com,12738,5103,3942,Approximate
health-beauty.co.nz,health-beauty.pro,,860877,,Approximate
healthcare.co.uk,healthcare.gov,69455,67794,32893,Approximate
healthcenter.co.nz,healthcenter.taobao.com,,905819,433516,Approximate
health-first.co.uk,health-first.org,,735655,622459,Approximate
healthhub.com.my,healthhub.com,329668,361370,292700,Approximate
healthland.co.nz,healthland.time.com,521749,373465,266326,Approximate
healthleadersmedia.com,healthleadersmedia.com,373076,424897,514814,Exact
healthmart.in,healthmart.com,625560,434873,902579,Approximate
healthplus.com.hk,healthplus.vn,255087,772958,594819,Approximate
healthplus.ie,healthplus.vn,255087,772958,594819,Approximate
healthpost.co.nz,healthpost.co.nz,,905822,,Exact
healthpost.com.au,healthpost.com,253144,309835,324705,Approximate
healthquest.com.sg,healthquest.org,818939,974989,,Approximate
healthrangerstore.com,healthrangerstore.com,,,262719,Exact
healthsciences.org.uk,healthsciences.ucsd.edu,,,687284,Approximate
healthshield.co.nz,healthshield.co.uk,759989,994850,,Approximate
healthwarehouse.com,healthwarehouse.com,521750,407928,699905,Exact
healthwise.ie,healthwise.net,78266,116049,144600,Approximate
healthyandactive.com,healthyandactive.com,,,946686,Exact
healthyback.com,healthyback.com,791584,,,Exact
healthydrivenstore.com,healthydrivenstore.com,,947484,,Exact
healthyessentials.com.au,healthyessentials.com,701278,439536,250402,Approximate
healthyhabitsliving.com,healthyhabitsliving.com,,827242,,Exact
healthylife.co.nz,healthylife.zone,910306,,,Approximate
healthylife.com.sg,healthylife.zone,910306,,,Approximate
healthyou.it,healthyou.club,,882692,,Approximate
healthyplanetcanada.com,healthyplanetcanada.com,765956,,,Exact
healthyspot.com,healthyspot.us16.list-manage.com,,994854,,Approximate
healthyworm.com,healthyworm.com,,767402,,Exact
hearnshobbies.com,hearnshobbies.com,660841,,,Exact
hearst.com,hearst.com,284592,23678,14216,Exact
heartlandamerica.com,heartlandamerica.com,598180,477528,886202,Exact
heart-music.com,heart-music.com,562164,,,Exact
heartratemonitorsusa.com,heartratemonitorsusa.com,,984674,,Exact
hearts.bio,hearts.ne.jp,930548,,,Approximate
heartsattic.com,heartsattic.com,,669536,829114,Exact
heathceramics.com,heathceramics.com,833787,790205,742701,Exact
heatonist.com,heatonist.com,492457,624320,,Exact
heatpressnation.com,heatpressnation.com,976570,947486,,Exact
heavencostumes.com.au,heavencostumes.com.au,849416,756426,,Exact
heb.com.mx,heb.com.mx,328714,348021,491955,Exact
hebe.lv,hebe.kali.org,523877,603077,635362,Approximate
hebeos.co.uk,hebeos.com,139589,512115,,Approximate
hebeos.com,hebeos.com,139589,512115,,Exact
hebeos.de,hebeos.com,139589,512115,,Approximate
hebeos.es,hebeos.com,139589,512115,,Approximate
hebeos.fr,hebeos.com,139589,512115,,Approximate
hebeos.no,hebeos.com,139589,512115,,Approximate
hebeos.se,hebeos.com,139589,512115,,Approximate
hedleyandbennett.com,hedleyandbennett.us6.list-manage.com,,397280,,Approximate
hedleyandbennett.mx,hedleyandbennett.us6.list-manage.com,,397280,,Approximate
heels.com.ng,heels.com,,905826,358575,Approximate
heico.ro,heico.com,754187,808390,727684,Approximate
heidelberg.com,heidelberg.com,310972,317482,250781,Exact
heidi.com,heidi.ie,618333,651086,863559,Approximate
heidisongs.com,heidisongs.com,682490,577355,468184,Exact
heinnie.com,heinnie.com,,905829,,Exact
heirloomroses.com,heirloomroses.com,696440,554494,870999,Exact
heise.de,heise.de,57151,68007,53020,Exact
heka-incubators.co.uk,heka-incubators.co.uk,,711562,,Exact
helia.es,helia.imoguia.com,,537954,691342,Approximate
helion.co.uk,helion.pl,,,774502,Approximate
helium.com,helium.com,,947492,878558,Exact
helixcamera.com,helixcamera.com,721253,,,Exact
hella.com,hella.com,365906,418682,294919,Exact
hellfiredev.com,hellfiredev.net,873917,,,Approximate
helloadorn.com,helloadorn.com,930553,,,Exact
helloflo.com,helloflo.com,,,928796,Exact
hellokitty.cool,hellokitty.com,,,98565,Approximate
hellomerch.com,hellomerch.com,941106,,774504,Exact
hellomolly.com.au,hellomolly.com,480590,630786,,Approximate
hellomollyfashion.com,hellomollyfashion.com,,,675264,Exact
hellonoemie.com,hellonoemie.com,,120309,,Exact
hellonomad.com,hellonomad.com,329670,974997,,Exact
hellyhansen.com,hellyhansen.com,442362,454767,628794,Exact
helpforheroes.org.uk,helpforheroes.org.uk,900785,,737599,Exact
helsana.ch,helsana.ch,941114,761934,995247,Exact
helvetas.ch,helvetas.org.np,,603080,,Approximate
hem.com,hem.com,765965,994865,,Exact
hemi.nl,hemi.selyavi.com,,767414,,Approximate
hemm.ca,hemm.firewall-gateway.com,544158,,,Approximate
hemmakvall.se,hemmakvall.se,,,453623,Exact
hengedocks.com,hengedocks.com,811859,814656,878571,Exact
henkel.com,henkel.com,190319,252870,98284,Exact
henley.clothing,henley.ac.uk,891538,,,Approximate
henry.com.tr,henry.ns.cloudflare.com,169251,264884,229779,Approximate
hera.fashion,hera.ns.cloudflare.com,392274,306055,188606,Approximate
heraldo.es,heraldo.es,122769,274862,172029,Exact
herb.co,herb.co,591916,230093,185462,Exact
herb.gr,herb.co,591916,230093,185462,Approximate
herbalist.com,herbalist.com,765970,,,Exact
herbdoc.com,herbdoc.com,841696,984691,,Exact
herbivorebotanicals.com,herbivorebotanicals.com,687066,853922,,Exact
herbose.com,herbose.com,691628,564436,,Exact
herbspro.com,herbspro.com,554131,544964,583630,Exact
hercampusshop.com,hercampusshop.com,,,469821,Exact
hercules.com,hercules.iad.appboy.com,130332,257135,663680,Approximate
here.fish,here.com,6110,6482,1154,Approximate
herecomesthebling.com,herecomesthebling.com,,,663681,Exact
herimports.com,herimports.com,,698300,758291,Exact
heritage.org,heritage.org,111095,118737,111316,Exact
heritage.org.nz,heritage.org,111095,118737,111316,Approximate
heritagehockey.ca,heritagehockey.com,,938601,,Approximate
heritagehockey.com,heritagehockey.com,,938601,,Exact
heritagehockey.net,heritagehockey.com,,938601,,Approximate
heritagehockey.org,heritagehockey.com,,938601,,Approximate
hermes.com,hermes.com,147006,246444,167111,Exact
hero.it,hero.fandom.com,511441,647554,224989,Approximate
heroes.toys,heroes.cdnvideo.ru,189813,188618,285818,Approximate
heroesandiconstv.com,heroesandiconstv.com,,984694,928809,Exact
heroic.supply,heroic.ly,379536,446886,439056,Approximate
heromart.com,heromart.com,,751097,449145,Exact
herschel.com,herschel.com,363359,351101,,Exact
herschelsupply.ca,herschelsupply.com,900792,730690,430813,Approximate
herschelsupply.com,herschelsupply.com,900792,730690,430813,Exact
herstyle.de,herstyle.com.vn,652621,,,Approximate
herveleger.ws,herveleger.com,,,763514,Approximate
hespirides.com,hespirides.com,,,349503,Exact
hesstoytruck.com,hesstoytruck.com,480596,561849,613076,Exact
heuts.nl,heuts.nl,,890184,,Exact
hevo.ae,hevo.io,701291,,,Approximate
hexagonmetrology.us,hexagonmetrology.us1.list-manage.com,,603085,995258,Approximate
hexbug.com,hexbug.com,,,785735,Exact
heydudeshoesusa.com,heydudeshoesusa.com,678123,,,Exact
hhafftrk.com,hhafftrk.com,,,946722,Exact
hicart.com,hicart.com,726379,,,Exact
hickies.com,hickies.com,656719,,,Exact
hickies.com.ar,hickies.com,656719,,,Approximate
hickies.com.au,hickies.com,656719,,,Approximate
hickies.com.mx,hickies.com,656719,,,Approximate
hickies.de,hickies.com,656719,,,Approximate
hickies.eu,hickies.com,656719,,,Approximate
hideandseek.london,hideandseek.podbean.com,765982,,,Approximate
hideface.ru,hideface.mooo.com,621922,,391487,Approximate
hidefninja.com,hidefninja.com,964322,984700,,Exact
hidratespark.com,hidratespark.zendesk.com,,572066,635370,Approximate
hifi.com.br,hifi.nl,691635,975023,,Approximate
hificorner.eu,hificorner.co.uk,891552,,,Approximate
hificorner.nl,hificorner.co.uk,891552,,,Approximate
hifiheadphones.ca,hifiheadphones.co.uk,625581,,,Approximate
hifiheadphones.co.uk,hifiheadphones.co.uk,625581,,,Exact
hifix.co.uk,hifix.co.uk,,814672,774518,Exact
hifructose.com,hifructose.com,754203,,,Exact
hi-gear.com,hi-gear.com,920201,,,Exact
high.org,high.org,,644103,,Exact
highbeam.co.nz,highbeam.com,826305,395522,309285,Approximate
highcaliberline.com,highcaliberline.com,682504,720959,763516,Exact
highcamphome.com,highcamphome.com,,,369780,Exact
highcountrygardens.com,highcountrygardens.com,475633,402485,523313,Exact
higher-primate.com,higher-primate.com,326687,393037,460022,Exact
highexistence.com,highexistence.com,608057,486691,417966,Exact
highfashionhome.com,highfashionhome.com,158269,745886,625655,Exact
highlights.com,highlights.com,275241,338038,291586,Exact
highmowingseeds.com,highmowingseeds.com,952336,,,Exact
highsandlows.net.au,highsandlows.net.au,562173,461630,,Exact
highsnobiety.com,highsnobiety.com,60276,50360,66695,Exact
hightimes.com,hightimes.com,410743,266165,255260,Exact
hightouchinc.com,hightouchinc.com,849443,947518,,Exact
hihonor.com,hihonor.com,396890,257378,534056,Exact
hike.dk,hike.in,111696,29416,22225,Approximate
hikvision.shop,hikvision.com,191581,270175,262722,Approximate
hilight.com,hilight.kapook.com,170799,253475,194217,Approximate
hilight.com.au,hilight.kapook.com,170799,253475,194217,Approximate
hilinecoffee.co,hilinecoffee.com,,740762,,Approximate
hilinecoffee.net,hilinecoffee.com,,740762,,Approximate
hillaryclinton.com,hillaryclinton.com,900807,975027,342452,Exact
hills.com.au,hills.gpsies.com,833814,767421,849241,Approximate
hilo.my,hilo.hawaii.edu,941140,725825,965448,Approximate
hinz.co.nz,hinz.net.br,,,965449,Approximate
hipkin.com.au,hipkin.com.au,,984710,,Exact
hipo.pt,hipo.ro,826311,751110,,Approximate
hipp.com.hk,hipp.de,,994897,856337,Approximate
hipp.de,hipp.de,,994897,856337,Exact
hippieshop.gr,hippieshop.com,652634,,,Approximate
hipsandcurves.com,hipsandcurves.com,,673473,,Exact
hipvan.com.au,hipvan.com,,938616,,Approximate
hireahelper.com,hireahelper.com,434663,489959,829138,Exact
hirochi.co.jp,hirochi.com,900811,,,Approximate
hisandher.com,hisandher.com,805036,,,Exact
hisense.co.th,hisense.com,418249,512118,415519,Approximate
hisense.net.nz,hisense.com,418249,512118,415519,Approximate
hismileteeth.com,hismileteeth.com,964336,802308,,Exact
hispanic.com,hispanic.umc.org,772055,735673,911152,Approximate
historicimages.com,historicimages.com,240697,,,Exact
historicmotorprints.com,historicmotorprints.com,611446,,,Exact
history.com,history.com,26225,30964,26791,Exact
historynet.com,historynet.com,161574,189872,132263,Exact
hitadouble.com,hitadouble.com,614864,,,Exact
hitek.co.uk,hitek.fr,474020,340338,286311,Approximate
hitimewine.net,hitimewine.net,765997,398136,816288,Exact
hitit.online,hitit.edu.tr,539523,,,Approximate
hitobuwie.pl,hitobuwie.pl,,720961,,Exact
hitplay.in,hitplay.co,,464426,,Approximate
hitrecord.org,hitrecord.org,721270,882740,975355,Exact
hitz.swiss,hitz.com.my,,930107,797600,Approximate
hivemill.com,hivemill.com,357937,654678,250782,Exact
hivemodern.com,hivemodern.com,652636,644108,609987,Exact
hivissupply.com,hivissupply.com,873940,,,Exact
hixx.co.uk,hixx.info,,,995279,Approximate
hmart.com,hmart.com,469377,519435,583638,Exact
hmc.edu,hmc.edu,140194,65964,62411,Exact
hmizate.ma,hmizate.ma,784929,,,Exact
hmlanding.com,hmlanding.com,964358,,,Exact
hmt-ffb.de,hmt-ffb.de,,,510681,Exact
hobby.dk,hobby.dcinside.com,,658258,347981,Approximate
hobbycraft.com.au,hobbycraft.co.uk,178885,215840,232562,Approximate
hobbyking.com,hobbyking.com,255089,274592,256937,Exact
hobbytown.de,hobbytown.com,701308,544976,742732,Approximate
hobbyzone.co.nz,hobbyzone.com,,,737625,Approximate
hobbyzone.com.br,hobbyzone.com,,,737625,Approximate
hockeycanada.ca,hockeycanada.ca,798313,591641,166195,Exact
hockeymonkey.com,hockeymonkey.com,302377,402489,386169,Exact
hockeyshot.ca,hockeyshot.com,731778,745896,,Approximate
hockeyshot.com,hockeyshot.com,731778,745896,,Exact
hockeyshot.eu,hockeyshot.com,731778,745896,,Approximate
hockeyworld.com.au,hockeyworld.com,,398989,,Approximate
hockeyworld.ie,hockeyworld.com,,398989,,Approximate
hodinkee.com,hodinkee.com,147929,177320,205154,Exact
hodl.co,hodl.mobi,370344,367352,,Approximate
hofer.com.ua,hofer.at,528209,913889,878609,Approximate
hoffmanmedia.com,hoffmanmedia.com,,,928837,Exact
hogiesonline.co.uk,hogiesonline.co.uk,882604,,,Exact
hogparts.co.uk,hogparts.co.uk,433481,,,Exact
hogrefe.ch,hogrefe.com,350227,,995292,Approximate
hogrefe.co.uk,hogrefe.com,350227,,995292,Approximate
hogrefe.com,hogrefe.com,350227,,,Exact
hogrefe.de,hogrefe.de,,,995292,Exact
hoichoi.com.bd,hoichoi.tv,,840317,,Approximate
hointeronline.us-east-2.elasticbeanstalk.com,idaas-production.us-east-1.elasticbeanstalk.com,2551,2515,1832,Approximate
hokaoneone.co.nz,hokaoneone.com,252742,298220,235478,Approximate
hokaoneone.com.au,hokaoneone.com.au,,,894339,Exact
hola.tn,hola.org,111,14,12,Approximate
hola.ws,hola.org,111,14,12,Approximate
holabirdsports.com,holabirdsports.com,394086,380799,417968,Exact
holis.com.br,holis.com.br,,,309882,Exact
holland.com,holland.com,447753,435988,420431,Exact
hollandandbarrett.ae,hollandandbarrett.com,83046,225222,148182,Approximate
hollandandbarrett.be,hollandandbarrett.com,83046,225222,148182,Approximate
hollandandbarrett.com.sg,hollandandbarrett.com,83046,225222,148182,Approximate
hollis.com,hollis.harvard.edu,841730,,,Approximate
hollyclegg.com,hollyclegg.com,,,803662,Exact
hollywoodreporter.com,hollywoodreporter.com,19457,12087,10537,Exact
hollywoodshow.com,hollywoodshow.com,,767438,,Exact
holos.ch,holos.simonandschuster.com,726398,,,Approximate
holts.com,holts.com,665156,685599,894342,Exact
holygg.com,holygg.com,976649,,,Exact
holypopstore.com,holypopstore.com,167431,408855,,Exact
hom.ee,hom.ee,691656,,,Exact
homage.com,homage.com,263574,430313,416728,Exact
home.aspx,home,2217,2582,2184,Approximate
homeaid.pl,homeaid.xnet.co.il,,,849262,Approximate
homeandgarden.com.sg,homeandgarden.craftgossip.com,,,747962,Approximate
homebrewsupply.com,homebrewsupply.com,,,416731,Exact
homebuy.asia,homebuy.co.za,,694010,,Approximate
homecenter.nl,homecenter.com.co,318573,361374,205155,Approximate
homechef.com,homechef.com,86136,33821,8994,Exact
homecourt.com,homecourt.ai,833831,,,Approximate
homeessentialsdepot.com,homeessentialsdepot.com,833832,647572,722893,Exact
homegames.co.uk,homegames.co.uk,,,722894,Exact
homegate.ch,homegate.ch,162275,157220,123461,Exact
homehardware.co.uk,homehardware.ca,318574,268239,216222,Approximate
homeimprovement.co.nz,homeimprovement.com,731783,,656175,Approximate
homeishome.nl,homeishome.live,357205,,,Approximate
homelifemedia.com,homelifemedia.com,,,468200,Exact
homelight.pl,homelight.com,133682,273469,16960,Approximate
homelink.vn,homelink.com,826338,796251,,Approximate
homemaster.com,homemaster.com.hk,,930135,,Approximate
homemate.dk,homemate.orvibo.com,233400,241139,136562,Approximate
homeocare.com,homeocare.in,930614,,,Approximate
homeperfect.com,homeperfect.com,162636,773017,484226,Exact
homeplans.com,homeplans.com,784937,689820,578146,Exact
homeplus.online,homeplus.co.kr,,357387,704380,Approximate
homeproducts.com.au,homeproducts.globalsources.com,,673486,763538,Approximate
homesalive.ca,homesalive.ca,731787,,,Exact
homescapes.fr,homescapes.playrix.com,17820,23819,,Approximate
homesciencetools.com,homesciencetools.com,405662,552100,336578,Exact
homesecuritystore.com,homesecuritystore.com,,847009,,Exact
homeseer.com,homeseer.com,186001,253929,241672,Exact
homeshopping.ae,homeshopping.pk,811905,814698,538653,Approximate
homeshopping.gr,homeshopping.pk,811905,814698,538653,Approximate
homeshopping.pk,homeshopping.pk,811905,814698,538653,Exact
homesickcandles.com,homesickcandles.com,805065,,,Exact
homesmart.org.uk,homesmart.ikea.net,576800,796256,803669,Approximate
homestay.agency,homestay.com,,808438,737631,Approximate
homestore.by,homestore.com,287478,341470,53705,Approximate
hometeka.com.br,hometeka.com.br,,,704382,Exact
hometrainingtools.com,hometrainingtools.com,,,625670,Exact
homewizard.be,homewizard.com,390425,362668,424186,Approximate
homewizard.co.uk,homewizard.com,390425,362668,424186,Approximate
homewizard.de,homewizard.com,390425,362668,424186,Approximate
homewizard.fr,homewizard.com,390425,362668,424186,Approximate
homewizard.nl,homewizard.nl,669470,,,Exact
homework.plus,homework.russianschool.com,819008,,975389,Approximate
homezonefurniture.com,homezonefurniture.com,,588742,,Exact
hondapowerhouseparts.com,hondapowerhouseparts.com,748454,,,Exact
honeybaked.com,honeybaked.com,433483,574683,742737,Exact
honeyberry.co,honeyberry.fruithosted.net,,,737633,Approximate
honeybirdette.com,honeybirdette.com,857341,,,Exact
honeystinger.com,honeystinger.com,,,928856,Exact
honigman.co.il,honigman.com,766022,847012,780058,Approximate
honolulumagazine.com,honolulumagazine.com,640711,702588,763544,Exact
honor.co.id,honor.yy.com,582710,542555,606903,Approximate
honors.ae,honors.rogersschools.net,526024,232814,256938,Approximate
honour.co.uk,honour.co.uk,841738,,,Exact
honour.fr,honour.co.uk,841738,,,Approximate
hoofbeats.tech,hoofbeats.ustrotting.com,784942,,,Approximate
hooliganapparel.co.uk,hooliganapparel.co.uk,,897825,,Exact
hoophall.com,hoophall.com,,740789,886249,Exact
hoopla.shop,hoopla.net,361761,409838,560023,Approximate
hootsuite.com,hootsuite.com,22610,21908,19913,Exact
hoover.asia,hoover.sxp.smartclip.net,406591,298620,280023,Approximate
hoover.co.kr,hoover.sxp.smartclip.net,406591,298620,280023,Approximate
hoover.co.nz,hoover.sxp.smartclip.net,406591,298620,280023,Approximate
hoover.com.au,hoover.sxp.smartclip.net,406591,298620,280023,Approximate
hopfilmcatalog.com,hopfilmcatalog.com,930620,,,Exact
hoplon.com.au,hoplon.com,,346215,,Approximate
horizondiscovery.com,horizondiscovery.com,930624,897829,,Exact
horizonhobby.de,horizonhobby.com,256697,301685,357694,Approximate
horizont.com,horizont.net,633034,585911,652700,Approximate
horowitzfreedomcenterstore.org,horowitzfreedomcenterstore.org,,,956116,Exact
horror-shop.com,horror-shop.com,989337,,,Exact
horseland.com.au,horseland.com.au,,694019,,Exact
horseman.ro,horseman.semcat.net,930628,,,Approximate
horsenetwork.com,horsenetwork.com,,,928863,Exact
hospital.supplies,hospital.uillinois.edu,656742,658268,928866,Approximate
host25.com,host25.laniway.com.br,,,718183,Approximate
hostess.co.uk,hostess.tk,,725848,,Approximate
hosteur.com,hosteur.com,648679,567037,538657,Exact
host-h.net,host-h.net,144897,219836,170098,Exact
hostingdiscounter.nl,hostingdiscounter.nl,485618,577382,110541,Exact
hot100fashions.com,hot100fashions.com,,,985353,Exact
hot4tshirts.com,hot4tshirts.com,964398,,,Exact
hotbox.fi,hotbox.ru,,,902651,Approximate
hotdeal.co.th,hotdeal.vn,350923,77997,85471,Approximate
hotdeals.world,hotdeals.com,258327,423834,351080,Approximate
hotel.hu,hotel.travel.rakuten.co.jp,114574,340341,62555,Approximate
hoteldel.com,hoteldel.com,505625,644125,791693,Exact
hotelshops.gr,hotelshops.gr,,637341,,Exact
hotleathers.com,hotleathers.com,,702598,,Exact
hotmuggs.com,hotmuggs.com,356543,,,Exact
hotoveli.com,hotoveli.com,595123,,,Exact
hot-posters.com,hot-posters.com,466355,,,Exact
hotro.ca,hotro.zing.vn,678158,489963,177765,Approximate
hotrodla.com,hotrodla.com,696473,,,Exact
hotsplots.de,hotsplots.de,407620,424913,552644,Exact
hottopselling.com,hottopselling.com,,,402316,Exact
hotvibes.nl,hotvibes.com,,,975410,Approximate
hotwater.dk,hotwater.com,418257,355494,367048,Approximate
hotwire.com.au,hotwire.com,21467,30696,30899,Approximate
houdini.com,houdini.haaretz.co.il,,730726,822671,Approximate
hourglasscosmetics.com,hourglasscosmetics.com,910396,921886,871059,Exact
hourloop.com,hourloop.com,865552,,,Exact
house.pl,push.house,21052,36515,32559,Approximate
houseandhome.co.za,houseandhome.com,384959,343801,281941,Approximate
houseoffraser.com.au,houseoffraser.co.uk,157944,88809,83981,Approximate
houseofsound.ch,houseofsound.ch,360982,,956131,Exact
houseology.com,houseology.com,608085,,,Exact
houseparty.net.au,houseparty.com,113274,9232,91729,Approximate
housershoes.com,housershoes.com,549090,608931,,Exact
housingunits.co.uk,housingunits.co.uk,900867,,,Exact
howies.co.uk,howies.co.uk,,868140,,Exact
howleys.co.uk,howleys.co.uk,857364,,,Exact
howsea.com,howsea.com,930657,,,Exact
hoyt.com,hoyt.com,841756,882794,835699,Exact
hp.com,hp.com,2479,2684,2194,Exact
hpdaas.com,hpdaas.com,78163,353007,,Exact
hpplus.cl,hpplus.jp,841758,698332,691387,Approximate
hpsa.co.za,hpsa.sudf.edgekey.net,364234,984773,,Approximate
hpshopping.id,hpshopping.speedera.net,748471,559373,482356,Approximate
hrc.org,hrc.org,81127,168321,160011,Exact
hrhero.com,hrhero.com,910409,784546,385156,Exact
hsl.fi,hsl.fi,731814,,,Exact
hsnstore.com,hsnstore.com,523894,434884,312926,Exact
hsports.com.br,hsports.slingbox.com,308796,390444,378158,Approximate
hsus.us,hsus.org,,,469836,Approximate
htcmania.com,htcmania.com,469389,384313,256940,Exact
htmia.com,htmia.com,882654,,,Exact
huawei.ru,huawei.ru,425154,475978,578163,Exact
huay.co.uk,huay.com,665192,,,Approximate
hubbell.com,hubbell.com,259118,337501,453634,Exact
hubble.co.uk,hubble.tmmp.io,8665,12520,30865,Approximate
hubbleconnected.com,hubbleconnected.com,391360,956582,809976,Exact
hubblecontacts.com,hubblecontacts.com,270145,74886,11364,Exact
hubblehome.com,hubblehome.com,,778685,863640,Exact
hubshop.co.uk,hubshop.ly,212743,240587,212313,Approximate
hubspot.com,hubspot.com,1951,2214,2521,Exact
hubworks.com,hubworks.com,644745,,,Exact
huckleberry.co.nz,huckleberry.fruithosted.net,,,902678,Approximate
hudsonreed.com,hudsonreed.com,920293,647588,,Exact
hueber.de,hueber.de,721320,,321212,Exact
huel.com,huel.com,139484,597330,,Exact
hu-friedy.com,hu-friedy.com,805101,,871083,Exact
hu-friedy.net,hu-friedy.com,805101,,871083,Approximate
hufworldwide.com,hufworldwide.com,691689,567047,,Exact
huge.io,huge.info,,965854,,Approximate
hugebazaar.com,hugebazaar.com,742763,,,Exact
huggle.co.uk,huggle.com,,796297,704412,Approximate
hughrice.co.uk,hughrice.co.uk,673807,,,Exact
hugme.at,hugme.com.br,,,758337,Approximate
